,アルバムID,属性,ﾚｱ,称号,名前,+,ｺｽﾄ,アルバム攻,アルバム守,MAX攻,MAX守,MAX確認,MAX攻/ｺｽﾄ,MAX守/ｺｽﾄ,特技名,対象属性,攻守,効果,備考,重複
,1209701,Cu,R,[ﾗｳﾞﾘｰｷﾞｬﾙ],藤本里奈,,12,2440,1640,6405,4305,×,533.8,358.8,ｷﾞｬﾙっちｳｲﾝｸ,全タイプ,攻,中～大アップ,第10回プロダクションマッチフェスティバル,
,1209801,Cu,R,[ﾚｲﾝﾄﾞﾛｯﾌﾟ],原田美世,,10,1320,2000,3465,5250,×,346.5,525.0,ﾊｰﾄｱｸｾﾙ,キュート,守,小アップ,アイドルプロデュース 鎌倉あじさい巡り,
,1209901,Cu,R,[ﾚｲﾝﾄﾞﾛｯﾌﾟｽﾏｲﾙ],原田美世,,10,1520,1820,3990,4778,×,399.0,477.8,ﾊｰﾄｱｸｾﾙ,キュート,守,小アップ,アイドルプロデュース 鎌倉あじさい巡り,
,1210001,Cu,R,[ｼﾞｭｰﾝﾌﾞﾗｲﾄﾞ],村松さくら,,13,1880,3160,4935,8295,×,379.6,638.1,花嫁ｽﾏｲﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中～特大アップ,,
,1210101,Cu,R,[ｽｳｨｰﾄﾄﾞﾘｰﾏｰ],松原早耶,,13,2480,2500,6510,6563,×,500.8,504.8,あまーいﾊｰﾄ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,大ダウン,ドリームLIVEフェスティバル,
,1210201,Cu,R,[ﾗｲﾗｯｸｶﾞｰﾘｰ],奥山沙織,,12,2560,2000,6720,5250,○,560.0,437.5,精一杯のおしゃれ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,中～大アップ,ドリームLIVEフェスティバル,
,1210301,Cu,R,[慈愛の乙女],ｸﾗﾘｽ,,13,2980,1920,7823,5040,○,601.8,387.7,慈愛の微笑み,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,1210401,Cu,R,[浴衣祭り],持田亜里沙,,12,2460,1960,6458,5145,○,538.2,428.8,ｳｻｺちゃん音頭,ｷｭｰﾄ･ｸｰﾙ,攻,中アップ,アイドル浴衣祭り2013ガチャ,
,1210501,Cu,R,[ﾒﾛﾒﾛｷｬﾝﾃﾞｨ],榊原里美,,13,3000,1920,7875,5040,○,605.8,387.7,あま～い時間,ｷｭｰﾄ･ｸｰﾙ,攻,大アップ,,
,1210601,Cu,R,[ｼｬｲﾆｰﾋﾞｰﾁ],長富蓮実,,11,1840,1380,4830,3623,×,439.1,329.4,渚のｽﾏｲﾙ,キュート,攻,中アップ,,
,1210701,Cu,R,[花火祭り],小早川紗枝,,11,2140,1560,5618,4095,○,510.7,372.3,風そよぐ歌声,キュート,攻,小アップ,アイドルプロデュース 夜空に咲く花火編,
,1210801,Cu,R,[花火祭りｽﾏｲﾙ],小早川紗枝,,11,2320,1360,6090,3570,○,553.6,324.5,風そよぐ歌声,キュート,攻,小アップ,アイドルプロデュース 夜空に咲く花火編,
,1210901,Cu,R,[ﾊﾜｲｱﾝｽﾀｲﾙ],棟方愛海,,11,1360,2200,3570,5775,○,324.5,525.0,お宝わきわき,ｷｭｰﾄ･ｸｰﾙ,守,小アップ,,
,1211001,Cu,R,[ﾋﾞｰﾁﾊﾟﾗﾀﾞｲｽ],福山舞,,11,1900,2140,4988,5618,×,453.5,510.7,ﾋﾞｰﾁｻｲﾄﾞｽﾏｲﾙ,ｷｭｰﾄ･ｸｰﾙ,攻守,小アップ,,
,1211101,Cu,R,[ﾋﾞｰﾁﾊﾟﾗﾀﾞｲｽ],藤本里奈,,13,3040,2060,7980,5408,×,613.8,416.0,ｳｫｰﾀｰめろめろん,キュート,攻,大～特大アップ,,
,1211201,Cu,R,[ﾋﾞｷﾆﾁｬﾚﾝｼﾞ],中野有香,,12,2380,2200,6248,5775,×,520.7,481.3,ｽﾏｰﾄﾎﾞﾃﾞｨ,ｷｭｰﾄ･ｸｰﾙ,攻守,中～大アップ,,
,1211301,Cu,R,[ﾋﾟﾝｷｰﾋﾞｷﾆ],月宮雅,,13,2420,2560,6353,6720,×,488.7,516.9,せくしぃﾎﾞﾃﾞｨ,ｷｭｰﾄ･ｸｰﾙ,攻守,大アップ,,
,1211401,Cu,R,[ｻﾏｰﾊﾞｹｰｼｮﾝ],日下部若葉,,11,1560,2060,4095,5408,×,372.3,491.6,せくしーﾀﾞﾝｽ,キュート,攻守,中アップ,,
,1211501,Cu,R,[ﾊｯﾋﾟｰﾒﾓﾘｱﾙ],江上椿,,13,2940,1960,7718,5145,○,593.7,395.8,思い出ｿﾝｸﾞ,キュート,攻,大アップ,,
,1211601,Cu,R,[ﾄﾞｲﾂｽﾀｲﾙ],大原みちる,,11,1400,2200,3675,5775,○,334.1,525.0,おいしい気持ち,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,小アップ,,
,1211701,Cu,R,[ﾊﾞﾆｰｶﾞｰﾙ],太田優,,13,2660,2480,6983,6510,×,537.2,500.8,誘惑ｷｯｽ,キュート,攻守,中～大アップ,,
,1211801,Cu,R,[優しい旋律],涼宮星花,,12,2700,1880,7088,4935,○,590.7,411.3,乙女のたしなみ,全タイプ,攻,中～大アップ,,
,1211901,Cu,R,[ﾏｰﾁﾝｸﾞﾊﾞﾝﾄﾞ],横山千佳,,13,2520,2460,6615,6458,○,508.8,496.8,ﾊﾟﾚｰﾄﾞﾁｪﾝｼﾞ!,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大アップ,,
,1212001,Cu,R,,有浦柑奈,,11,1820,1400,4778,3675,×,434.4,334.1,あいのうた,ｷｭｰﾄ･ｸｰﾙ,攻,中アップ,,
,1212101,Cu,R,[ｸｯｷﾝｸﾞﾁｬﾚﾝｼﾞ],西園寺琴歌,,12,2020,2080,5303,5460,×,441.9,455.0,はりきりｸｯｷﾝｸﾞ,キュート,攻守,小アップ,,
,1212201,Cu,R,[ｸｯｷﾝｸﾞ･ｽﾏｲﾙ],西園寺琴歌,,12,2080,2020,5460,5303,×,455.0,441.9,はりきりｸｯｷﾝｸﾞ,キュート,攻守,小アップ,,
,1212301,Cu,R,[ﾊﾛｳｨﾝﾅｲﾄ],丹羽仁美,,12,1660,2860,4358,7508,×,363.2,625.7,ﾊﾟﾝﾌﾟｷﾝの灯火,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,1212401,Cu,R,[ﾛﾜｲﾔﾙｽﾀｲﾙ],兵藤ﾚﾅ,,11,1900,1740,4988,4568,×,453.5,415.3,ｾｸｼｰﾍﾞｯﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,小アップ,,
,1212501,Cu,R,[ﾃﾞﾋﾞﾘｯｼｭｺﾞｼｯｸ],間中美里,,13,2600,2560,6825,6720,×,525.0,516.9,ｲﾀｽﾞﾗﾄｰｸ,キュート,攻守,大～特大アップ,,
,1212601,Cu,R,[ｽﾎﾟｰﾃｨｽﾀｲﾙ],大西由里子,,12,2060,1980,5408,5198,×,450.7,433.2,ﾕﾘﾕﾘﾊﾟﾜｰ,キュート,攻守,小アップ,,
,1212701,Cu,R,[ｽｸｰﾙｽﾀｲﾙ],工藤忍,,13,2960,1940,7770,5093,×,597.7,391.8,新たなお勉強,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,1212801,Cu,R,[ｽﾍﾟｰｽｽﾀｲﾙ],遊佐こずえ,,11,1960,1740,5145,4568,×,467.7,415.3,ぴかぴかえがお,ｷｭｰﾄ･ｸｰﾙ,攻守,小アップ,,
,1212901,Cu,R,[湯けむり月夜],宮本ﾌﾚﾃﾞﾘｶ,,13,2580,2500,6773,6563,×,521.0,504.8,夜天の舞,全タイプ,攻守,中～大ダウン,,
,1213001,Cu,R,[張り込みｽﾀｲﾙ],安斎都,,13,2720,1920,7140,5040,×,549.2,387.7,栄養補給,全タイプ,攻,中～大アップ,,
,1213101,Cu,R,[ﾏｰﾁﾝｸﾞﾊﾞﾝﾄﾞ],福山舞,,13,2620,2400,6878,6300,×,529.1,484.6,はなまるﾚｯｽﾝ,ｷｭｰﾄ･ｸｰﾙ,攻守,大ダウン,,
,1213201,Cu,R,[2ndｱﾆﾊﾞｰｻﾘｰ],島村卯月,,12,2060,2060,5408,5408,×,450.7,450.7,ﾒﾓﾘｱﾙｽﾏｲﾙ,キュート,攻守,小アップ,,
,1213301,Cu,R,[2ndｱﾆﾊﾞｰｻﾘｰ･ｽﾏｲﾙ],島村卯月,,13,2580,2100,6773,5513,×,521.0,424.1,ﾒﾓﾘｱﾙｽﾏｲﾙ,ｷｭｰﾄ･ｸｰﾙ,攻,小アップ,,
,1213401,Cu,R,[2ndｱﾆﾊﾞｰｻﾘｰ･ﾈｺﾐﾐ],島村卯月,,14,2120,3160,5565,8295,×,397.5,592.5,ﾒﾓﾘｱﾙｽﾏｲﾙ,全タイプ,守,大アップ,,
,1213501,Cu,R,[ｸﾘｽﾏｽﾊﾟｰﾃｨｰ],白菊ほたる,,14,3080,2260,8085,5933,×,577.5,423.8,幸せのｼﾞﾝｸﾞﾙﾍﾞﾙ,ｷｭｰﾄﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1213601,Cu,R,[ｸﾘｽﾏｽﾊﾟｰﾃｨｰ],今井加奈,,12,2500,1920,6563,5040,○,546.9,420.0,ｸﾘｽﾏｽｱｲﾃﾑ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,小アップ,,
,1213701,Cu,R,[ﾗﾌﾞ&ﾊｯﾋﾟｰ],有浦柑奈,,12,2440,2180,6405,5723,×,533.8,476.9,あいのおくりもの,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻守,中～大アップ,,
,1213801,Cu,R,[ｽｳｨｰﾄｽﾉｰ],相原雪乃,,14,3040,2280,7980,5985,×,570.0,427.5,雪のほほえみ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1213901,Cu,R,[ﾆｭｰｲﾔｰｽﾀｲﾙ],池袋晶葉,,12,2480,1920,6510,5040,×,542.5,420.0,新春ﾛﾎﾞ,全タイプ,攻,中～大アップ,,
,1214001,Cu,R,[新春ｺﾚｸｼｮﾝ],道明寺歌鈴,,13,1860,3080,4883,8085,×,375.6,621.9,開運的中!,ｷｭｰﾄ･ｸｰﾙ,守,中～大アップ,,
,1214101,Cu,R,[ﾋﾟｭｱﾘｰｸﾞﾗｽ],浅野風香,,14,2660,2620,6983,6878,×,498.8,491.3,ちょっとおめかし,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,1214201,Cu,R,[ﾌｧﾝｼｰｽﾊﾟｲﾘｰｱ],関裕美,,14,3040,2200,7980,5775,×,570.0,412.5,手作りの愛情,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1214301,Cu,R,[ﾛﾜｲﾔﾙｽﾀｲﾙ],古賀小春,,12,2500,1860,6563,4883,×,546.9,406.9,がんばりｽﾏｲﾙ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,中～大アップ,,
,1214401,Cu,R,[ﾄﾞｷﾄﾞｷの体験],栗原ﾈﾈ,,12,2460,2160,6458,5670,×,538.2,472.5,ﾄﾞｷﾄﾞｷｻﾌﾟﾗｲｽﾞ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,中～大アップ,,
,1214501,Cu,R,[ﾄｷﾒｷﾊﾞﾚﾝﾀｲﾝ],西園寺琴歌,,13,2580,2440,6773,6405,×,521.0,492.7,手作りﾁｬﾚﾝｼﾞ!,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,中～大ダウン,,
,1214601,Cu,R,[ﾄｷﾒｷﾊﾞﾚﾝﾀｲﾝ],楊菲菲,,12,2500,1980,6563,5198,×,546.9,433.2,手作りふぇいふぇい,ｷｭｰﾄ･ｸｰﾙ,攻,中アップ,,
,1214701,Cu,R,[ｳｨﾝﾀｰｽﾀｲﾙ],柳清良,,12,1880,1860,4935,4883,×,411.3,406.9,ｽﾉｰｴｯｼﾞ,キュート,攻,中アップ,,
,1214801,Cu,R,[ﾋﾟｰﾁﾌﾞﾗｲﾄ],村松さくら,,14,2700,2640,7088,6930,×,506.3,495.0,ｲﾁﾊﾞﾝｽﾏｲﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,1214901,Cu,R,[ひな祭り],柳瀬美由紀,,11,1460,2260,3833,5933,×,348.5,539.4,おしゃれ成長期,ｷｭｰﾄ･ｸｰﾙ,守,小アップ,,
,1215001,Cu,R,[ｾﾚｸﾄﾒｲﾄﾞ],月宮雅,,14,3220,2200,8453,5775,×,603.8,412.5,せくしぃご奉仕,ｷｭｰﾄﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1215101,Cu,R,[ﾄｰｸLIVEﾁｱｶﾞｰﾙ],大沼くるみ,,12,2500,1980,6563,5198,×,546.9,433.2,泣き笑いﾁｱ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,中～大アップ,,
,1215201,Cu,R,[ﾛﾜｲﾔﾙｽﾀｲﾙNP],椎名法子,,12,1600,2480,4200,6510,×,350.0,542.5,ﾄﾞｰﾅﾂﾙｰﾌﾟ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,小アップ,,
,1215301,Cu,R,[ｸﾞﾘｯﾀｰｽﾃｰｼﾞ],有浦柑奈,,13,1780,3140,4673,8243,×,359.5,634.1,愛と平和のゆめ,ｷｭｰﾄ･ｸｰﾙ,守,中～大アップ,,
,1215401,Cu,R,[ｳﾞｫﾔｰｼﾞｭ･ﾋｰﾗｰ],水本ゆかり,,12,2180,2140,5723,5618,×,476.9,468.2,光歌の旋律,全タイプ,攻守,-,小～中ｱｯﾌﾟ,
,1215501,Cu,R,[ｽｸｰﾙｽﾀｲﾙ],安斎都,,14,2060,3260,5408,8558,×,386.3,611.3,推理の方程式,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,守,大アップ,,
,1215601,Cu,R,[ﾌﾗﾜｰｶﾞｰﾃﾞﾝ],今井加奈,,12,1960,2080,5145,5460,×,428.8,455.0,ﾅﾁｭﾗﾙﾌﾚｸﾞﾗﾝｽ,キュート,攻守,中アップ,,
,1215701,Cu,R,[学園の生徒],奥山沙織,,12,2060,2040,5408,5355,×,450.7,446.3,ｿﾞﾝﾋﾞ熱演,キュート,攻守,中アップ,,
,1215801,Cu,R,[学園の生徒･H],奥山沙織,,13,2880,2000,7560,5250,×,581.5,403.8,ｿﾞﾝﾋﾞ熱演,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,1215901,Cu,R,[ﾜｰｷﾝｸﾞ･おさわり],棟方愛海,,14,3260,2180,8558,5723,×,611.3,408.8,神の指先,ｷｭｰﾄﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1216001,Cu,R,[ﾜｰｷﾝｸﾞ･ﾏﾌｨｱ],榊原里美,,12,2560,1920,6720,5040,×,560.0,420.0,ｸﾗｲﾑﾎﾞﾃﾞｨ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,中アップ,,
,1216101,Cu,R,[ﾄﾞﾗｲﾌﾞRQ],原田美世,,14,2720,2720,7140,7140,×,510.0,510.0,ﾅｲｽﾊﾝﾄﾞﾘﾝｸﾞ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻守,大～特大アップ,,
,1216301,Cu,R,[ﾏｰﾁﾝｸﾞﾊﾞﾝﾄﾞ],古賀小春,,14,3100,2240,8138,5880,×,581.3,420.0,ﾘﾝﾘﾝ♪ﾍﾞﾙ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1216401,Cu,R,,乙倉悠貴,,12,1600,2080,4200,5460,×,350.0,455.0,ﾋﾟｭｱｽﾏｲﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,1216501,Cu,R,[ｶﾞﾝｽﾘﾝｶﾞｰ],一ノ瀬志希,,12,2460,1860,6458,4883,×,538.2,406.9,ｼﾞｰﾆｱｽﾄﾘｶﾞｰ,全タイプ,攻,-,小～中ｱｯﾌﾟ,
,1216601,Cu,R,[ﾊｯﾋﾟｰｳｪﾃﾞｨﾝｸﾞ],ｸﾗﾘｽ,,13,2660,2380,6983,6248,×,537.2,480.6,祝福の日,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,中～大ダウン,,
,1216701,Cu,R,[自慢のﾎﾞﾃﾞｨ],松原早耶,,13,2800,2140,7350,5618,×,565.4,432.2,ﾊﾟﾜﾌﾙｱﾋﾟｰﾙ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,中～大アップ,,
,1216801,Cu,R,[ﾛﾜｲﾔﾙｽﾀｲﾙNP],大原みちる,,12,2140,2180,5618,5723,×,468.2,476.9,朝ﾊﾟﾝ前ﾚｯｽﾝ,ｷｭｰﾄ･ｸｰﾙ,攻守,小アップ,,
,1216901,Cu,R,[ﾌﾚﾝｽﾞ大作戦],桃井あずき,,14,2740,2640,7193,6930,×,513.8,495.0,喜びのお裾分け,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,1217001,Cu,R,[ﾋﾞｰﾁｻｲﾄﾞ],兵藤ﾚﾅ,,13,1780,3200,4673,8400,×,359.5,646.2,ｾｸｼｰｽﾌﾟﾗｯｼｭ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中～大アップ,,
,1217101,Cu,R,[ﾈｲﾋﾞｰｶﾞｰﾙ],丹羽仁美,,14,3160,2200,8295,5775,×,592.5,412.5,敬礼っ☆,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1217201,Cu,R,[夏休み],関裕美,,12,1900,2320,4988,6090,×,415.7,507.5,恥ずかしﾊｰﾄ,キュート,守,中アップ,,
,1217301,Cu,R,[笑顔の夏休み],関裕美,,12,2300,2240,6038,5880,×,503.2,490.0,恥ずかしﾊｰﾄ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1217701,Cu,R,[ﾊﾟﾗﾀﾞｲｽﾘｿﾞｰﾄ],持田亜里沙,,14,3320,2180,8715,5723,×,622.5,408.8,なつのおうた,ｷｭｰﾄﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1217801,Cu,R,[ﾊﾟﾗﾀﾞｲｽﾘｿﾞｰﾄ],浅野風香,,12,2620,1900,6878,4988,×,573.2,415.7,常夏ｺｺﾅｯﾂ,ｷｭｰﾄ･ｸｰﾙ,攻,中アップ,,
,1217901,Cu,R,[おひろめﾎﾟｰｽﾞ],赤西瑛梨華,,14,2760,2620,7245,6878,×,517.5,491.3,ﾎﾟｰｽﾞ練習中,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,1218001,Cu,R,[大粒のﾄﾞﾛｯﾌﾟ],大沼くるみ,,13,2840,2100,7455,5513,○,573.5,424.1,がんばるこころ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1218101,Cu,R,[ﾒﾙﾍﾝｱﾆﾏﾙｽﾞ],乙倉悠貴,,14,2760,2680,7245,7035,×,517.5,502.5,自然の味,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,中～大ダウン,,
,1218201,Cu,R,[ﾌﾞｼﾄﾞｰﾅﾃﾞｼｺ],楊菲菲,,14,3300,2180,8663,5723,×,618.8,408.8,和の心,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1218301,Cu,R,[ﾐﾆｵﾝﾙｰｼﾞｭ],佐久間まゆ,,14,3240,2140,8505,5618,×,607.5,401.3,紅の繋がり,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1218401,Cu,R,[黒白微笑],柳清良,,13,2420,2420,6353,6353,×,488.7,488.7,秘密の企み,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,中～大アップ,,
,1218601,Cu,R,[ｽｸｰﾙｶﾞｰﾙ],椎名法子,,14,3360,2140,8820,5618,×,630.0,401.3,ｷﾞｬﾙﾒｲｸﾁｪﾝｼﾞ,ｷｭｰﾄﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1218701,Cu,R,[ｽｸｰﾙｶﾞｰﾙ],間中美里,,12,2640,1880,6930,4935,×,577.5,411.3,ﾉﾘﾉﾘ♪ｱﾋﾟｰﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,中アップ,,
,1218801,Cu,R,[ﾛﾜｲﾔﾙｽﾀｲﾙNP],長富蓮実,,13,2760,2040,7245,5355,×,557.3,411.9,ｺﾞｰﾙﾃﾞﾝｽｳｨｰﾄ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,中～大アップ,,
,1218901,Cu,R,[ｶﾆ☆ﾋﾟｰｽ],柳瀬美由紀,,13,2920,2140,7665,5618,×,589.6,432.2,北の贈り物,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1219001,Cu,R,[びっくりｳｨﾝｸ],井村雪菜,,14,2720,2700,7140,7088,×,510.0,506.3,刺激のﾊｰﾄﾒｲｸ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,1219101,Cu,R,[秋色温泉],江上椿,,13,1740,3260,4568,8558,×,351.4,658.3,湯上がりの風,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中～大アップ,,
,1219201,Cu,R,[ﾌﾜﾌﾜﾕﾘﾕﾘ],大西由里子,,14,3260,2140,8558,5618,×,611.3,401.3,ﾌﾜﾌﾜしたｱﾚ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1219301,Cu,R,[ｸﾘｽﾏｽﾌﾟﾚｾﾞﾝﾄ],藤本里奈,,14,2820,2620,7403,6878,×,528.8,491.3,ﾒﾘｸﾘﾃﾞｺ☆,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,中～大ダウン,,
,1219401,Cu,R,[ﾏｰﾁﾝｸﾞﾊﾞﾝﾄﾞ],日下部若葉,,14,2820,2720,7403,7140,×,528.8,510.0,ﾋﾟｯﾀﾘｻｲｽﾞ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大～特大アップ,,
,1219501,Cu,R,[勇壮の槍騎士],道明寺歌鈴,,13,2460,2380,6458,6248,×,496.8,480.6,秘技ｶﾘﾝ･ﾄﾙﾈｰﾄﾞ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,中～大アップ,,
,1219701,Cu,R,[振袖まつり],早坂美玲,,14,3320,2200,8715,5775,×,622.5,412.5,新春がおーｯ!,-,攻,大～特大アップ,ｷｭｰﾄのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,1219801,Cu,R,[振袖まつり],村松さくら,,13,2760,2020,7245,5303,×,557.3,407.9,さくら色の新春,ｷｭｰﾄ･ｸｰﾙ,攻,中アップ,,
,1219901,Cu,R,[ﾛﾜｲﾔﾙ･ｽｸｴｱ],工藤忍,,13,2800,2000,7350,5250,○,565.4,403.8,ﾌﾚﾝｽﾞﾊﾟﾜｰ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,中～大アップ,,
,1220001,Cu,R,[ｱﾀﾞﾙﾄｽﾀｲﾙ],柳清良,,14,2720,2720,7140,7140,○,510.0,510.0,大人の癒し,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,1220101,Cu,R,[ﾗｳﾞｽﾋﾟﾘｯﾂ],有浦柑奈,,14,3260,2160,8558,5670,×,611.3,405.0,感謝の想い,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,1220201,Cu,R,[T.B.ｻｰｶｽ],赤西瑛梨華,,13,2780,2060,7298,5408,×,561.4,416.0,ｵｰﾙｵｯｹｰ☆,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,中～大アップ,,
,1220301,Cu,R,[ﾊﾞﾚﾝﾀｲﾝﾃﾞﾋﾞﾙ],太田優,,13,1760,3220,4620,8453,×,355.4,650.2,特製ﾁｮｺｱｯｷｰ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,守,中～大アップ,,
,1300102,Cu,R+,,前川みく,+,5,792,768,2625,2544,○,525.0,508.8,ﾏｲｸｱﾋﾟｰﾙ,クール,攻,小ダウン,,
,1300202,Cu,R+,,赤西瑛梨華,+,5,936,624,3101,2068,○,620.2,413.6,ｷｭｰﾄﾎﾞｲｽ,キュート,攻,小アップ,,
,1300302,Cu,R+,,松原早耶,+,6,912,960,3022,3180,○,503.7,530.0,複雑なﾀﾞﾝｽ,クール,守,小ダウン,,
,1300402,Cu,R+,,相原雪乃,+,6,744,1128,2465,3737,○,410.8,622.8,ｷｭｰﾄﾀﾞﾝｽ,キュート,守,小アップ,,
,1300502,Cu,R+,,宮本ﾌﾚﾃﾞﾘｶ,+,10,1824,2496,6042,8268,○,604.2,826.8,小悪魔ｷｯｽ,キュート,攻守,小アップ,,
,1300602,Cu,R+,,小早川紗枝,+,12,2760,1848,9143,6123,○,761.9,510.3,-,-,-,-,,
,1300702,Cu,R+,,西園寺琴歌,+,12,2592,2592,8586,8586,○,715.5,715.5,-,-,-,-,,
,1300802,Cu,R+,,双葉杏,+,11,2760,1992,9143,6599,○,831.2,599.9,だらける,キュート,攻,中アップ,,
,1300902,Cu,R+,,楊菲菲,+,7,1632,1056,5406,3498,○,772.3,499.7,-,-,-,-,,
,1301002,Cu,R+,,桃井あずき,+,9,1368,2088,4533,6917,○,503.7,768.6,-,-,-,-,,
,1301102,Cu,R+,,涼宮星花,+,10,1920,1920,6360,6360,○,636.0,636.0,ﾗﾌﾞﾀﾞﾝｽ,キュート,守,中アップ,,
,1301202,Cu,R+,,月宮雅,+,11,1680,2544,5566,8428,○,506.0,766.2,-,-,-,-,,
,1301302,Cu,R+,,兵藤ﾚﾅ,+,8,1536,2064,5088,6838,○,636.0,854.8,ﾏｲｸﾊﾟﾌｫｰﾏﾝｽ,クール,攻,中ダウン,,
,1301402,Cu,R+,,道明寺歌鈴,+,9,2112,1344,6996,4452,○,777.3,494.7,-,-,-,-,,
